Register,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,testFrameworks,Generate,Compile,Build
1349,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1352,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1360,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1361,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1363,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1365,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1369,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1373,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1377,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1384,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1386,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1387,true,"""microservice""","""jwt""","""ehcache""",ND,ND,"""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
1391,true,"""monolith""","""oauth2""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1394,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1397,true,"""microservice""","""jwt""","""ehcache""",ND,ND,"""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",ND,ND,false,"[""gatling"",""cucumber""]",OK,OK,OK
1399,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1403,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1406,true,"""uaa""","""uaa""","""ehcache""",ND,ND,"""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
1408,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1409,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1412,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1413,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1418,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1419,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1420,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",ND,ND,false,"[""gatling"",""cucumber""]",OK,OK,OK
1430,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1435,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1438,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1444,true,"""monolith""","""oauth2""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1445,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1446,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1450,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1453,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1454,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1456,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
1459,true,"""microservice""","""jwt""","""ehcache""",ND,ND,"""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
1461,true,"""microservice""","""jwt""","""hazelcast""",ND,ND,"""sql""","""DiskBased""","""mariadb""","""maven""","""no""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
1463,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1468,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1472,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1473,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1481,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1485,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1487,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1488,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1490,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1492,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1494,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1495,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1499,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1506,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1507,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1512,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1519,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1521,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1522,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1525,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1527,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1529,true,"""microservice""","""jwt""","""no""",ND,ND,"""sql""","""DiskBased""","""mysql""","""maven""","""no""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
1530,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1531,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1536,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1537,true,"""monolith""","""oauth2""","""hazelcast""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1538,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1539,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1542,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1547,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1548,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1553,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1554,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1557,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1558,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1564,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1566,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1571,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1572,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1573,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1577,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1580,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1581,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1593,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1595,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1596,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1600,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1602,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1603,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1606,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1612,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1617,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1618,true,"""microservice""","""jwt""","""hazelcast""",ND,ND,"""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
1619,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1623,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1625,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1628,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""postgresql""","""postgresql""","""maven""","""no""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
1630,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1631,true,"""monolith""","""oauth2""","""no""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1638,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1648,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1656,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1658,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1659,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1664,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1671,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1672,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1673,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1674,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1675,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1676,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1678,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1681,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1682,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1685,true,"""monolith""","""oauth2""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1686,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1687,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1688,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
1689,true,"""monolith""","""oauth2""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1690,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1691,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1694,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1696,true,"""monolith""","""oauth2""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1698,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1701,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1702,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
1703,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1705,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1707,true,"""uaa""","""uaa""","""ehcache""",ND,ND,"""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",ND,ND,true,"[""cucumber"",""gatling""]",OK,OK,OK
1710,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1715,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
1718,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
1719,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
1725,true,"""uaa""","""uaa""","""hazelcast""",ND,ND,"""sql""","""InMemory""","""mysql""","""maven""","""no""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
1730,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1732,true,"""uaa""","""uaa""","""ehcache""",ND,ND,"""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
1733,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
1734,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",ND,ND,true,"[""cucumber"",""gatling""]",OK,OK,OK
