Register,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,testFrameworks,Generate,Compile,Build
10033,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10034,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10035,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10036,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10040,true,"""monolith""","""oauth2""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10044,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10049,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10051,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10054,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10060,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10061,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10062,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10064,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10070,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10077,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10080,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10082,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10086,true,"""monolith""","""oauth2""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
10088,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10089,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
10092,true,"""microservice""","""jwt""","""hazelcast""",ND,ND,"""sql""","""mysql""","""mysql""","""maven""","""no""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
10094,true,"""microservice""","""jwt""","""ehcache""",ND,ND,"""sql""","""InMemory""","""postgresql""","""maven""","""no""",ND,ND,false,"[""gatling"",""cucumber""]",OK,OK,OK
10095,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10096,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
10097,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10098,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10101,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10104,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10109,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10111,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10112,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
10113,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10120,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10121,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10130,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10131,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10135,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10142,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10145,true,"""gateway""","""jwt""","""no""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10146,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10153,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10154,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10155,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10159,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10161,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10163,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10165,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10169,true,"""microservice""","""jwt""","""hazelcast""",ND,ND,"""sql""","""postgresql""","""postgresql""","""maven""","""no""",ND,ND,false,"[""gatling"",""cucumber""]",OK,OK,OK
10171,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10172,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10173,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""DiskBased""","""mysql""","""maven""","""no""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
10175,true,"""microservice""","""jwt""","""no""",ND,ND,"""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
10176,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10177,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10180,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10182,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10187,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10188,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""InMemory""","""postgresql""","""maven""","""no""",ND,ND,false,"[""gatling"",""cucumber""]",OK,OK,OK
10192,true,"""microservice""","""jwt""","""no""",ND,ND,"""sql""","""DiskBased""","""mariadb""","""maven""","""no""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
10194,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10195,true,"""uaa""","""uaa""","""hazelcast""",ND,ND,"""sql""","""postgresql""","""postgresql""","""maven""","""no""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
10196,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10199,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10202,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
10205,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10210,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""no""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10214,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10217,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10223,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10228,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10229,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10231,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10232,true,"""monolith""","""oauth2""","""no""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10234,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10238,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
10245,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10249,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
10250,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
